Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
1350,13.3,14.2,15.2,16.1,17.1,18,19,20
1360,13.3,14.2,15.2,16.1,17.1,18,19,20
1370,13.3,14.2,15.2,16.1,17.1,18,19,20
1380,13.3,14.2,15.2,16.1,17.1,18.1,19,20
1390,13.3,14.2,15.2,16.1,17.1,18.1,19.1,20
1400,13.3,14.2,15.2,16.2,17.1,18.1,19.1,20
1410,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20
1420,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1430,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1440,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1450,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1460,13.3,14.2,15.3,16.2,17.2,18.1,19.1,20.1
1470,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1480,13.3,14.2,15.2,16.2,17.2,18.1,19.1,20.1
1490,13.3,14.2,15.3,16.2,17.2,18.2,19.2,20.1
1500,13.3,14.2,15.3,16.2,17.2,18.2,19.2,20.1
1510,13.3,14.2,15.3,16.2,17.2,18.2,19.2,20.2
1520,13.4,14.3,15.3,16.2,17.2,18.2,19.2,20.2
1530,13.3,14.3,15.3,16.2,17.2,18.2,19.2,20.2
1540,13.4,14.3,15.3,16.2,17.3,18.2,19.2,20.2
1550,13.4,14.3,15.3,16.3,17.3,18.2,19.2,20.2
1560,13.4,14.3,15.3,16.3,17.3,18.2,19.2,20.2
1570,13.4,14.3,15.3,16.3,17.3,18.2,19.2,20.2
1580,13.4,14.3,15.3,16.3,17.3,18.2,19.2,20.2
1590,13.4,14.3,15.3,16.3,17.3,18.2,19.2,20.2
1600,13.4,14.3,15.3,16.3,17.3,18.3,19.2,20.2
1610,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1620,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1630,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1640,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1650,13.4,14.3,15.4,16.3,17.3,18.3,19.3,20.3
1660,13.4,14.3,15.4,16.3,17.3,18.3,19.3,20.3
1670,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1680,13.4,14.3,15.4,16.3,17.3,18.3,19.3,20.3
1690,13.4,14.3,15.3,16.3,17.3,18.3,19.3,20.3
1700,13.4,14.3,15.4,16.3,17.4,18.3,19.3,20.3
1710,13.4,14.3,15.4,16.3,17.4,18.3,19.3,20.3
1720,13.4,14.3,15.4,16.3,17.4,18.3,19.3,20.3
1730,13.4,14.3,15.4,16.3,17.4,18.3,19.3,20.3
1740,13.4,14.3,15.4,16.4,17.4,18.3,19.3,20.4
1750,13.4,14.3,15.4,16.4,17.4,18.4,19.4,20.4
1760,13.4,14.3,15.4,16.4,17.4,18.3,19.4,20.4
1770,13.4,14.3,15.4,16.4,17.4,18.4,19.4,20.4
1780,13.4,14.3,15.4,16.4,17.4,18.4,19.4,20.4
1790,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1800,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1810,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1820,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1830,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1840,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1850,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1860,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1870,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1880,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.5
1890,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.4
1900,13.4,14.4,15.4,16.4,17.5,18.4,19.4,20.5
1910,13.4,14.4,15.4,16.4,17.4,18.4,19.4,20.5
1920,13.4,14.4,15.4,16.4,17.5,18.4,19.4,20.5
1930,13.4,14.4,15.4,16.4,17.5,18.4,19.4,20.5
1940,13.5,14.4,15.4,16.4,17.5,18.4,19.5,20.5
1950,13.5,14.4,15.5,16.4,17.5,18.4,19.5,20.5
1960,13.4,14.4,15.4,16.4,17.5,18.4,19.5,20.5
1970,13.4,14.4,15.4,16.4,17.5,18.4,19.5,20.5
1980,13.4,14.4,15.4,16.4,17.5,18.4,19.5,20.5
1990,13.5,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2000,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2010,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2020,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2030,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.5
2040,13.5,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2050,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2060,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2070,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.5
2080,13.4,14.4,15.5,16.4,17.5,18.5,19.5,20.5
2090,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.5
2100,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2110,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2120,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2130,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2140,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2150,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2160,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2170,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2180,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2190,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2200,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2210,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2220,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2230,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2240,13.5,14.4,15.5,16.5,17.5,18.5,19.6,20.6
2250,13.5,14.4,15.5,16.5,17.5,18.5,19.5,20.6
2260,13.5,14.4,15.5,16.5,17.5,18.5,19.6,20.6
2270,13.5,14.4,15.5,16.5,17.5,18.5,19.6,20.6
2280,13.5,14.4,15.5,16.5,17.5,18.5,19.6,20.6
2290,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2300,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2310,13.5,14.4,15.5,16.5,17.5,18.5,19.6,20.6
2320,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2330,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2340,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2350,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2360,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2370,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2380,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2390,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2400,13.5,14.4,15.5,16.5,17.6,18.5,19.6,20.6
2410,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2420,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2430,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2440,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2450,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.6
2460,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2470,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2480,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2490,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2500,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2510,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2520,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2530,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2540,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2550,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2560,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2570,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2580,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2590,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2600,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2610,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2620,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2630,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2640,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2650,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2660,13.5,14.5,15.5,16.6,17.6,18.6,19.6,20.7
2670,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2680,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2690,13.5,14.4,15.5,16.6,17.6,18.6,19.6,20.7
2700,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2710,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2720,13.5,14.4,15.5,16.6,17.6,18.6,19.6,20.7
2730,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2740,13.5,14.5,15.5,16.6,17.6,18.6,19.6,20.7
2750,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2760,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2770,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2780,13.5,14.5,15.5,16.6,17.6,18.6,19.6,20.7
2790,13.5,14.5,15.6,16.6,17.6,18.6,19.6,20.7
2800,13.5,14.4,15.5,16.5,17.6,18.6,19.6,20.7
2810,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2820,13.5,14.5,15.5,16.6,17.6,18.6,19.6,20.7
2830,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2840,13.5,14.5,15.6,16.6,17.6,18.6,19.6,20.7
2850,13.5,14.5,15.5,16.6,17.6,18.6,19.6,20.7
2860,13.5,14.4,15.6,16.6,17.6,18.6,19.6,20.7
2870,13.5,14.5,15.6,16.6,17.6,18.6,19.6,20.7
2880,13.5,14.5,15.5,16.5,17.6,18.6,19.6,20.7
2890,13.5,14.5,15.5,16.6,17.6,18.6,19.7,20.7
2900,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2910,13.5,14.5,15.5,16.6,17.6,18.6,19.7,20.7
2920,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2930,13.5,14.5,15.6,16.6,17.6,18.6,19.6,20.7
2940,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2950,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2960,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2970,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
2980,13.5,14.5,15.5,16.6,17.6,18.6,19.7,20.7
2990,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3000,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3010,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3020,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3030,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3040,13.5,14.5,15.5,16.6,17.6,18.6,19.7,20.7
3050,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3060,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3070,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3080,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3090,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3100,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3110,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3120,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3130,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3140,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3150,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3160,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3170,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3180,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3190,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3200,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3210,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3220,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3230,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3240,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3250,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3260,13.5,14.5,15.6,16.6,17.7,18.6,19.7,20.8
3270,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3280,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3290,13.5,14.5,15.6,16.6,17.7,18.6,19.7,20.8
3300,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3310,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3320,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3330,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3340,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3350,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3360,13.5,14.5,15.6,16.6,17.7,18.6,19.7,20.8
3370,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3380,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3390,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3400,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3410,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3420,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3430,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3440,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3450,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3460,13.5,14.5,15.6,16.6,17.6,18.7,19.7,20.8
3470,13.5,14.5,15.6,16.6,17.6,18.7,19.7,20.8
3480,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3490,13.5,14.5,15.6,16.6,17.7,18.7,19.7,20.8
3500,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3510,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3520,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3530,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3540,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3550,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.8
3560,13.5,14.5,15.6,16.6,17.7,18.6,19.7,20.8
3570,13.5,14.5,15.6,16.6,17.6,18.7,19.7,20.8
3580,13.5,14.5,15.6,16.6,17.6,18.6,19.7,20.7
3590,13.5,14.5,15.6,16.6,17.7,18.7,19.7,20.8
