Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
690,19.4,20.3,21.2,22.1,22.9,24,24.6,25.7
700,19.4,20.3,21.2,22.1,22.9,24,24.6,25.8
710,19.5,20.3,21.2,22.1,22.9,24,24.6,25.8
720,19.5,20.3,21.2,22.1,22.9,24,24.7,25.8
730,19.5,20.3,21.3,22.2,23,24.1,24.7,25.9
740,19.5,20.4,21.3,22.2,23,24.1,24.7,25.9
750,19.5,20.4,21.3,22.2,23,24.1,24.8,25.9
760,19.5,20.4,21.3,22.2,23,24.1,24.8,26
770,19.5,20.4,21.3,22.2,23.1,24.2,24.8,26
780,19.5,20.4,21.3,22.2,23.1,24.2,24.8,26
790,19.6,20.4,21.3,22.3,23.1,24.2,24.9,26.1
800,19.5,20.4,21.3,22.3,23.1,24.2,24.9,26.1
810,19.6,20.4,21.4,22.3,23.1,24.2,24.9,26.1
820,19.6,20.4,21.4,22.3,23.1,24.3,24.9,26.1
830,19.6,20.5,21.4,22.3,23.2,24.3,25,26.1
840,19.6,20.5,21.4,22.3,23.2,24.3,25,26.2
850,19.6,20.5,21.4,22.3,23.2,24.3,25,26.2
860,19.6,20.5,21.4,22.4,23.2,24.3,25,26.2
870,19.6,20.5,21.4,22.4,23.2,24.3,25,26.2
880,19.6,20.5,21.5,22.4,23.2,24.4,25,26.2
890,19.6,20.5,21.5,22.4,23.3,24.4,25.1,26.3
900,19.7,20.5,21.5,22.4,23.3,24.4,25.1,26.3
910,19.7,20.5,21.5,22.4,23.3,24.4,25.1,26.3
920,19.7,20.6,21.5,22.4,23.3,24.4,25.1,26.3
930,19.7,20.6,21.5,22.5,23.3,24.4,25.2,26.3
940,19.7,20.6,21.5,22.5,23.3,24.5,25.2,26.4
950,19.7,20.6,21.5,22.5,23.3,24.5,25.2,26.4
960,19.7,20.6,21.6,22.5,23.4,24.5,25.2,26.4
970,19.7,20.6,21.6,22.5,23.4,24.5,25.2,26.4
980,19.7,20.6,21.6,22.5,23.4,24.5,25.2,26.4
990,19.7,20.6,21.6,22.5,23.4,24.5,25.2,26.4
1000,19.7,20.6,21.6,22.5,23.4,24.5,25.2,26.5
1010,19.7,20.6,21.6,22.5,23.4,24.5,25.3,26.5
1020,19.7,20.6,21.6,22.5,23.4,24.6,25.3,26.5
1030,19.7,20.6,21.6,22.5,23.4,24.5,25.3,26.5
1040,19.7,20.6,21.6,22.5,23.4,24.6,25.3,26.5
1050,19.7,20.6,21.6,22.6,23.4,24.6,25.3,26.5
1060,19.7,20.6,21.6,22.6,23.4,24.6,25.3,26.5
1070,19.7,20.7,21.6,22.6,23.5,24.6,25.3,26.5
1080,19.7,20.7,21.6,22.6,23.5,24.6,25.3,26.5
1090,19.8,20.7,21.6,22.6,23.5,24.6,25.3,26.6
1100,19.8,20.7,21.6,22.6,23.5,24.6,25.3,26.6
1110,19.8,20.7,21.6,22.6,23.5,24.6,25.4,26.6
1120,19.8,20.7,21.6,22.6,23.5,24.6,25.4,26.6
1130,19.8,20.7,21.6,22.6,23.5,24.6,25.4,26.6
1140,19.8,20.7,21.7,22.6,23.5,24.6,25.4,26.6
1150,19.8,20.7,21.7,22.6,23.5,24.6,25.4,26.6
1160,19.8,20.7,21.7,22.6,23.5,24.7,25.4,26.6
1170,19.8,20.7,21.7,22.6,23.5,24.7,25.4,26.6
1180,19.8,20.7,21.7,22.6,23.5,24.7,25.4,26.6
1190,19.8,20.7,21.7,22.6,23.6,24.7,25.4,26.6
1200,19.8,20.7,21.7,22.6,23.6,24.7,25.4,26.6
1210,19.8,20.7,21.7,22.7,23.6,24.7,25.4,26.7
1220,19.8,20.7,21.7,22.6,23.5,24.7,25.4,26.6
1230,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1240,19.8,20.7,21.7,22.6,23.6,24.7,25.5,26.7
1250,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1260,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1270,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1280,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1290,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1300,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1310,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1320,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1330,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1340,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1350,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1360,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1370,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.7
1380,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.8
1390,19.8,20.7,21.7,22.7,23.6,24.8,25.5,26.8
1400,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.8
1410,19.8,20.7,21.7,22.7,23.6,24.8,25.5,26.8
1420,19.8,20.7,21.7,22.7,23.6,24.8,25.5,26.8
1430,19.8,20.8,21.7,22.7,23.6,24.8,25.5,26.8
1440,19.8,20.8,21.7,22.7,23.6,24.8,25.6,26.8
1450,19.8,20.7,21.7,22.7,23.6,24.7,25.5,26.8
1460,19.8,20.7,21.7,22.7,23.6,24.8,25.6,26.8
1470,19.8,20.7,21.7,22.7,23.6,24.8,25.6,26.8
1480,19.8,20.8,21.7,22.7,23.6,24.8,25.6,26.8
1490,19.8,20.8,21.7,22.7,23.6,24.8,25.6,26.8
1500,19.8,20.7,21.7,22.7,23.6,24.8,25.6,26.8
1510,19.8,20.8,21.7,22.7,23.6,24.8,25.6,26.8
1520,19.9,20.8,21.7,22.7,23.7,24.8,25.6,26.8
1530,19.9,20.8,21.7,22.7,23.7,24.8,25.6,26.8
1540,19.9,20.8,21.7,22.7,23.7,24.8,25.6,26.8
1550,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1560,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1570,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1580,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1590,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1600,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1610,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1620,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1630,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.8
1640,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1650,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1660,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.9
1670,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.8
1680,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1690,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.8
1700,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.9
1710,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.9
1720,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.9
1730,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.9
1740,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.9
1750,19.9,20.8,21.8,22.7,23.7,24.8,25.6,26.9
1760,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.9
1770,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.8
1780,19.9,20.8,21.8,22.8,23.7,24.8,25.6,26.9
1790,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1800,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1810,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1820,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1830,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1840,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1850,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1860,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1870,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1880,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1890,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1900,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1910,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1920,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1930,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1940,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1950,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1960,19.9,20.8,21.8,22.8,23.7,24.8,25.7,26.9
1970,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
1980,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
1990,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
2000,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2010,19.9,20.8,21.8,22.8,23.7,24.9,25.7,26.9
2020,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2030,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2040,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2050,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2060,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2070,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2080,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2090,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2100,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2110,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2120,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2130,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2140,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2150,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2160,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2170,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2180,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2190,19.9,20.9,21.8,22.8,23.8,24.9,25.7,26.9
2200,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2210,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2220,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2230,19.9,20.9,21.8,22.8,23.8,24.9,25.7,26.9
2240,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2250,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2260,19.9,20.9,21.8,22.8,23.8,24.9,25.7,26.9
2270,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2280,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2290,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2300,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2310,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2320,19.9,20.8,21.8,22.8,23.8,24.9,25.7,27
2330,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2340,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2350,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2360,19.9,20.8,21.8,22.8,23.8,24.9,25.7,26.9
2370,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2380,19.9,20.9,21.8,22.8,23.8,24.9,25.7,27
2390,19.9,20.9,21.9,22.8,23.8,24.9,25.7,27
2400,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2410,20,20.9,21.8,22.8,23.8,24.9,25.7,27
2420,20,20.9,21.9,22.8,23.8,24.9,25.7,27
2430,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2440,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2450,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2460,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2470,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2480,20,20.9,21.8,22.8,23.8,24.9,25.8,27
2490,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2500,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2510,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2520,20,20.9,21.8,22.8,23.8,24.9,25.8,27
2530,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2540,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2550,19.9,20.9,21.9,22.8,23.8,24.9,25.8,27
2560,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2570,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2580,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2590,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2600,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2610,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2620,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2630,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2640,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2650,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2660,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2670,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2680,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2690,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2700,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2710,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2720,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2730,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2740,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2750,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2760,20,20.9,21.9,22.8,23.8,24.9,25.8,27
2770,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2780,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2790,20,20.9,21.9,22.8,23.8,25,25.8,27
2800,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2810,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2820,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2830,20,20.9,21.9,22.9,23.8,25,25.8,27
2840,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2850,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2860,20,20.9,21.9,22.9,23.8,25,25.8,27
2870,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2880,20,20.9,21.9,22.9,23.8,25,25.8,27
2890,20,20.9,21.9,22.9,23.8,25,25.8,27
2900,20,20.9,21.9,22.9,23.8,25,25.8,27
2910,20,20.9,21.9,22.9,23.8,25,25.8,27
2920,20,20.9,21.9,22.9,23.8,25,25.8,27
2930,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2940,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2950,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2960,20,20.9,21.9,22.9,23.8,25,25.8,27
2970,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2980,20,20.9,21.9,22.9,23.8,24.9,25.8,27
2990,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3000,20,20.9,21.9,22.9,23.8,25,25.8,27
3010,20,20.9,21.9,22.9,23.8,25,25.8,27
3020,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3030,20,20.9,21.9,22.9,23.8,25,25.8,27
3040,20,20.9,21.9,22.9,23.8,25,25.8,27
3050,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3060,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3070,20,20.9,21.9,22.9,23.8,25,25.8,27
3080,20,20.9,21.9,22.9,23.8,25,25.8,27
3090,20,20.9,21.9,22.9,23.9,25,25.8,27
3100,20,20.9,21.9,22.9,23.9,25,25.8,27
3110,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3120,20,20.9,21.9,22.9,23.9,25,25.8,27
3130,20,20.9,21.9,22.9,23.9,25,25.8,27
3140,20,20.9,21.9,22.9,23.8,25,25.8,27
3150,20,20.9,21.9,22.9,23.8,25,25.8,27
3160,20,20.9,21.9,22.9,23.9,25,25.8,27
3170,20,20.9,21.9,22.9,23.8,25,25.8,27
3180,20,20.9,21.9,22.9,23.8,25,25.8,27
3190,20,20.9,21.9,22.9,23.9,25,25.8,27
3200,20,20.9,21.9,22.9,23.8,25,25.8,27
3210,20,20.9,21.9,22.9,23.8,24.9,25.8,27
3220,20,20.9,21.9,22.9,23.9,25,25.8,27
3230,20,20.9,21.9,22.9,23.9,25,25.8,27
3240,20,20.9,21.9,22.9,23.9,25,25.8,27
3250,20,20.9,21.9,22.9,23.8,25,25.8,27
3260,20,20.9,21.9,22.9,23.8,25,25.8,27
3270,20,20.9,21.9,22.9,23.8,25,25.8,27
3280,20,20.9,21.9,22.9,23.9,25,25.8,27
3290,20,20.9,21.9,22.9,23.9,25,25.8,27
3300,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3310,20,20.9,21.9,22.9,23.9,25,25.8,27
3320,20,20.9,21.9,22.9,23.9,25,25.8,27
3330,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3340,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3350,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3360,20,20.9,21.9,22.9,23.9,25,25.8,27
3370,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3380,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3390,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3400,20,20.9,21.9,22.9,23.9,25,25.8,27
3410,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3420,20,20.9,21.9,22.9,23.9,25,25.8,27
3430,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3440,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3450,20,20.9,21.9,22.9,23.9,25,25.8,27
3460,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3470,20,20.9,21.9,22.9,23.9,25,25.8,27
3480,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3490,20,21,21.9,22.9,23.9,25,25.9,27.1
3500,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3510,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3520,20,20.9,21.9,22.9,23.9,25,25.8,27.1
3530,20,21,21.9,22.9,23.9,25,25.8,27.1
3540,20.1,21,21.9,22.9,23.9,25,25.9,27.1
3550,20.1,20.9,21.9,22.9,23.9,25,25.8,27.1
3560,20,21,21.9,22.9,23.9,25,25.9,27.1
3570,20,21,21.9,22.9,23.9,25,25.9,27.1
3580,20,21,21.9,22.9,23.9,25,25.9,27.1
3590,20,21,21.9,22.9,23.9,25,25.9,27.1
3600,20,21,21.9,22.9,23.9,25,25.9,27.1
3610,20.1,21,22,22.9,23.9,25,25.9,27.1
3620,20,21,21.9,22.9,23.9,25,25.9,27.1
3630,20,21,21.9,22.9,23.9,25,25.9,27.1
3640,20,20.9,21.9,22.9,23.9,25,25.9,27.1
3650,20,20.9,21.9,22.9,23.9,25,25.9,27.1
3660,20,21,21.9,22.9,23.9,25,25.9,27.1
3670,20,21,21.9,22.9,23.9,25,25.9,27.1
3680,20,21,21.9,22.9,23.9,25,25.9,27.1
3690,20,21,21.9,22.9,23.9,25,25.9,27.1
3700,20.1,21,21.9,22.9,23.9,25,25.9,27.1
3710,20.1,21,21.9,22.9,23.9,25,25.9,27.1
